Date,Tweet_ID,Username,Raw Text,Likes,Retweets,is_fire,is_forest,is_urban,Light Cleaned Text,Advanced Cleaned Text,Hard Cleaned Text,Fire Probability,Predicted Label,is_wildland_pred,is_urban_pred
Mon Aug 12 21:02:05 +0000 2024,1823102680572768423,♓3R37IÇΔ•FILØSØFÍΔ,"Σιγά τις τοποθεσίες...  Όταν περσι ΠΝΙΓΗΚΑΝ τα 65 απ'τα 70 ελικόπτερα στο Στεφανοβίκειο  ??  Όταν κάηκε το μεγαλύτερο δάσος της Ευρώπης  (Δαδιά Έβρου)  Όταν καίγεται για 3η συνεχόμενη χρονιά η Εύβοια  ?  Όταν κάηκε όλη η Ρόδος  ?  Όταν οι USA έχουν AWACS, ECHELON, HAARP  ?",2,0,,,,"Σιγά τις τοποθεσίες... Όταν περσι ΠΝΙΓΗΚΑΝ τα 65 απ'τα 70 ελικόπτερα στο Στεφανοβίκειο ? Όταν κάηκε το μεγαλύτερο δάσος της Ευρώπης (Δαδιά Έβρου) Όταν καίγεται για 3η συνεχόμενη χρονιά η Εύβοια ? Όταν κάηκε όλη η Ρόδος ? Όταν οι USA έχουν AWACS, ECHELON, HAARP ?","σιγα τις τοποθεσιες... οταν περσι πνιγηκαν τα 65 απ'τα 70 ελικοπτερα στο στεφανοβικειο ? οταν καηκε το μεγαλυτερο δασος της ευρωπης (δαδια εβρου) οταν καιγεται για 3η συνεχομενη χρονια η ευβοια ? οταν καηκε ολη η ροδος ? οταν οι usa εχουν awacs, echelon, haarp ?",σιγα τοποθεσια περσι πνιγηκαν απο ελικοπτερα στεφανοβικειο καηκε μεγαλος δασος ευρωπη δαδια εβρος καιγω ος συνεχομενος χρονια ευβοια καηκε ροδος usa awacs echelon haarp,0.008,0,0,0
Mon Aug 12 21:02:03 +0000 2024,1823102673064997079,NewsOk,Δύο Συλλήψεις για την #Πυρκαγιά στη #Γλυφάδα https://t.co/xGIoM38Heb,1,0,,,,Δύο Συλλήψεις για την #Πυρκαγιά στη #Γλυφάδα,δυο συλληψεις για την #πυρκαγια στη #γλυφαδα,δυο συλληψεις πυρκαγια γλυφαδα,0.884,1,0,0
Mon Aug 12 21:01:59 +0000 2024,1823102657029984482,LEON_ALBA,Το κράτος ΔΕΝ χρειάζεται να κάνει έξοδα για Beriev! Μόνο για Rafalle του Μακρόν &amp; F-35 του Μπάιντεν! Δείτε πως έσβησε η πυρκαγιά στον Βαρνάβα το 2021! https://t.co/yHYNEmuPpv,0,2,,,,Το κράτος ΔΕΝ χρειάζεται να κάνει έξοδα για Beriev! Μόνο για Rafalle του Μακρόν & F-35 του Μπάιντεν! Δείτε πως έσβησε η πυρκαγιά στον Βαρνάβα το 2021!,το κρατος δεν χρειαζεται να κανει εξοδα για beriev! μονο για rafalle του μακρον & f-35 του μπαιντεν! δειτε πως εσβησε η πυρκαγια στον βαρναβα το 2021!,κρατος χρειαζομαι κανω εξοδο beriev rafalle μακρον f μπαιντεν δειτε εσβησε πυρκαγια βαρναβας,0.007,0,0,0
Mon Aug 12 21:01:55 +0000 2024,1823102638906577213,ΙΦΙΓΈΝΕΙΑ,"...ΜΜΕ, το ερώτημα παραμένει:  γιατί η Ελλάδα απέρριψε την βοήθεια της Κυπριακής κυβέρνησης και της Πυροσβεστικης Υπηρεσίας όταν η φωτιά καταλάβει ακόμα τις περιουσίες και τον κόπο τόσων ανθρωπων;",0,0,,,,"...ΜΜΕ, το ερώτημα παραμένει: γιατί η Ελλάδα απέρριψε την βοήθεια της Κυπριακής κυβέρνησης και της Πυροσβεστικης Υπηρεσίας όταν η φωτιά καταλάβει ακόμα τις περιουσίες και τον κόπο τόσων ανθρωπων;","...μμε, το ερωτημα παραμενει: γιατι η ελλαδα απερριψε την βοηθεια της κυπριακης κυβερνησης και της πυροσβεστικης υπηρεσιας οταν η φωτια καταλαβει ακομα τις περιουσιες και τον κοπο τοσων ανθρωπων;",μμε ερωτημα παραμενω ελλαδα απερριψε βοηθεια κυπριακος κυβερνηση πυροσβεστικης υπηρεσια φωτια καταλαβω περιουσια κοπος ανθρωπων,0.006,0,0,0
Mon Aug 12 21:01:53 +0000 2024,1823102630291513555,LEON_ALBA,"@Tetsui_Ja Εάν ήταν Πυροσβέστες, υπάλληλοι του κράτους, είναι αδύνατον! Όταν επιχειρούν εθελοντές, όλα είναι δυνατά! Το κράτος ΔΕΝ χρειάζεται να κάνει έξοδα για Beriev! Μόνο για Rafalle του Μακρόν &amp; F-35 του Μπάιντεν! Δείτε πως έσβησε η πυρκαγιά στον Βαρνάβα το 2021! https://t.co/yHYNEmvnf3",2,0,,,,"Εάν ήταν Πυροσβέστες, υπάλληλοι του κράτους, είναι αδύνατον! Όταν επιχειρούν εθελοντές, όλα είναι δυνατά! Το κράτος ΔΕΝ χρειάζεται να κάνει έξοδα για Beriev! Μόνο για Rafalle του Μακρόν & F-35 του Μπάιντεν! Δείτε πως έσβησε η πυρκαγιά στον Βαρνάβα το 2021!","εαν ηταν πυροσβεστες, υπαλληλοι του κρατους, ειναι αδυνατον! οταν επιχειρουν εθελοντες, ολα ειναι δυνατα! το κρατος δεν χρειαζεται να κανει εξοδα για beriev! μονο για rafalle του μακρον & f-35 του μπαιντεν! δειτε πως εσβησε η πυρκαγια στον βαρναβα το 2021!",πυροσβεστες υπαλληλος κρατος αδυνατον επιχειρω εθελοντης δυνατα κρατος χρειαζομαι κανω εξοδο beriev rafalle μακρον f μπαιντεν δειτε εσβησε πυρκαγια βαρναβας,0.006,0,0,0
Mon Aug 12 21:01:52 +0000 2024,1823102628483522775,Panagiotis Myrotis,750 περιπου πυροσβέστες επιχειρήσουν και δεν επαρκούν στη #πυρκαγια φαίνεται ότι η πρόληψη έπρεπε να είχε γίνει με κρατικά μέσα ανοίγοντας ταυτόχρονα θέσεις εργασίας. Ένα μεγάλο ευχαριστώ και κουράγιο στη Πυροσβεστική υπηρεσία. Ενα σχέδιο άμεσης αποζημίωση για τους παθόντες...,1,0,,,,750 περιπου πυροσβέστες επιχειρήσουν και δεν επαρκούν στη #πυρκαγια φαίνεται ότι η πρόληψη έπρεπε να είχε γίνει με κρατικά μέσα ανοίγοντας ταυτόχρονα θέσεις εργασίας. Ένα μεγάλο ευχαριστώ και κουράγιο στη Πυροσβεστική υπηρεσία. Ενα σχέδιο άμεσης αποζημίωση για τους παθόντες...,750 περιπου πυροσβεστες επιχειρησουν και δεν επαρκουν στη #πυρκαγια φαινεται οτι η προληψη επρεπε να ειχε γινει με κρατικα μεσα ανοιγοντας ταυτοχρονα θεσεις εργασιας. ενα μεγαλο ευχαριστω και κουραγιο στη πυροσβεστικη υπηρεσια. ενα σχεδιο αμεσης αποζημιωση για τους παθοντες...,περιπου πυροσβεστης επιχειρησουν επαρκω πυρκαγια φαινομαι προληψη πρεπει γινομαι κρατικος ανοιγω ταυτοχρονα θεση εργασια μεγαλος ευχαριστω κουραγιο πυροσβεστικος υπηρεσια ενα σχεδιο αμεση αποζημιωση παθοντης,0.017,0,0,0
Mon Aug 12 21:01:38 +0000 2024,1823102569121489120,dranis,@Marka2free Ετσι και εντοπισουν τη φωτιά με τα υπερσύγχρονα drones. Μπορεί να  καίει ανεξέλεγκτα πάνω από μήνα ( Σέρρες ).,5,1,,,,Ετσι και εντοπισουν τη φωτιά με τα υπερσύγχρονα drones. Μπορεί να καίει ανεξέλεγκτα πάνω από μήνα ( Σέρρες ).,ετσι και εντοπισουν τη φωτια με τα υπερσυγχρονα drones. μπορει να καιει ανεξελεγκτα πανω απο μηνα ( σερρες ).,ετσι εντοπισουν φωτια υπερσυγχρονα drones καιω ανεξελεγκτα μηνας σερρες,0.071,0,0,0
Mon Aug 12 21:01:32 +0000 2024,1823102543473549442,Πάνος Συνοδινός,"@tvtkou Εγω αν καίγεται το σπίτι μου, θα κοιτάξω να το σώσω, οχι να βρίσω τον Μητσοτάκη ή τον Τσίπρα. Μετα βλεπουμε.",0,0,,,,"Εγω αν καίγεται το σπίτι μου, θα κοιτάξω να το σώσω, οχι να βρίσω τον Μητσοτάκη ή τον Τσίπρα. Μετα βλεπουμε.","εγω αν καιγεται το σπιτι μου, θα κοιταξω να το σωσω, οχι να βρισω τον μητσοτακη η τον τσιπρα. μετα βλεπουμε.",εγω καιω σπιτι κοιταξω σωσω οχι βριζω μητσοτακης η τσιπρας μετα βλεπω,0.005,0,0,0
Mon Aug 12 21:01:26 +0000 2024,1823102518743998746,Dimitres,@thesstoday1 @ThessToday Πτνες που βάζετε φωτιά θα σας βρούμε και θα σας κάνουμε αντικριστο.,0,0,,,,Πτνες που βάζετε φωτιά θα σας βρούμε και θα σας κάνουμε αντικριστο.,πτνες που βαζετε φωτια θα σας βρουμε και θα σας κανουμε αντικριστο.,πτνες βαζετε φωτια βρουμε κανω αντικριστο,0.007,0,0,0
Mon Aug 12 21:01:23 +0000 2024,1823102504554381396,CycladesLive.gr,Check out this article: Κάηκε το σπίτι του 65χρονου που καταδικάστηκε για την πυρκαγιά στο Μάτι - https://t.co/k5QTRLCbRA #φωτια_πεντελη #Φωτια_τωρα #Φωτια_τωρα,0,0,,,,Check out this article: Κάηκε το σπίτι του 65χρονου που καταδικάστηκε για την πυρκαγιά στο Μάτι - #φωτια_πεντελη #Φωτια_τωρα #Φωτια_τωρα,check out this article: καηκε το σπιτι του 65χρονου που καταδικαστηκε για την πυρκαγια στο ματι - #φωτια_πεντελη #φωτια_τωρα #φωτια_τωρα,check out this article καηκε σπιτι χρονος καταδικαζω πυρκαγια ματι φωτια πεντελη φωτια τωρα φωτια τωρα,0.157,0,0,0
Mon Aug 12 21:01:22 +0000 2024,1823102503053107424,ccff26,@poetryf Εγώ προσπαθώ να καταλάβω γιατί φταίει ο Μητσοτάκης για το ότι κάποιος έβαλε φωτιά,0,0,,,,Εγώ προσπαθώ να καταλάβω γιατί φταίει ο Μητσοτάκης για το ότι κάποιος έβαλε φωτιά,εγω προσπαθω να καταλαβω γιατι φταιει ο μητσοτακης για το οτι καποιος εβαλε φωτια,προσπαθω καταλαβω φταιει μητσοτακης εβαλε φωτια,0.005,0,0,0
Mon Aug 12 21:01:14 +0000 2024,1823102468219150608,Athens Voice,Φωτιά στην Αττική: Νέο 112 - Εκκενώνεται ο Βρανάς Μαραθώνα   #φωτια #Αττικη  https://t.co/2w5XmHQvKk,2,0,,,,Φωτιά στην Αττική: Νέο 112 - Εκκενώνεται ο Βρανάς Μαραθώνα #φωτια #Αττικη,φωτια στην αττικη: νεο 112 - εκκενωνεται ο βρανας μαραθωνα #φωτια #αττικη,φωτια αττικος νεος εκκενωνεται βρανας μαραθωνα φωτια αττικη,0.989,1,0,1
Mon Aug 12 21:01:12 +0000 2024,1823102457141944764,Despina 🍉,"@ms_dark_phoenix Στέλνει ο πρεσβευτής του Ισραήλ τη θετική του σκέψη, που είναι γνωστό ότι σβήνει τη φωτιά",8,0,,,,"Στέλνει ο πρεσβευτής του Ισραήλ τη θετική του σκέψη, που είναι γνωστό ότι σβήνει τη φωτιά","στελνει ο πρεσβευτης του ισραηλ τη θετικη του σκεψη, που ειναι γνωστο οτι σβηνει τη φωτια",στελνω πρεσβευτης ισραηλ θετικος σκεψη γνωστος σβηνω φωτια,0.007,0,0,0
Mon Aug 12 21:00:58 +0000 2024,1823102399256355221,αfro ksil,Οριοθετήθηκε η φωτιά στην Άνω Γλυφάδα – Συνελήφθησαν δύο νεαροί για εμπρησμό https://t.co/587InFGfkZ,2,0,,,,Οριοθετήθηκε η φωτιά στην Άνω Γλυφάδα – Συνελήφθησαν δύο νεαροί για εμπρησμό,οριοθετηθηκε η φωτια στην ανω γλυφαδα – συνεληφθησαν δυο νεαροι για εμπρησμο,οριοθετηθηκε φωτια γλυφαδα συνεληφθησαν δυο νεαρος εμπρησμος,0.89,1,0,1
Mon Aug 12 21:00:55 +0000 2024,1823102387600462193,GR TIMES,Δύο #συλλήψεις για την πυρκαγιά στην Τερψιθέα Άνω Γλυφάδας https://t.co/yur9NFOu6O,0,0,,,,Δύο #συλλήψεις για την πυρκαγιά στην Τερψιθέα Άνω Γλυφάδας,δυο #συλληψεις για την πυρκαγια στην τερψιθεα ανω γλυφαδας,δυο συλληψεις πυρκαγια τερψιθεα γλυφαδα,0.724,1,0,0
Mon Aug 12 21:00:45 +0000 2024,1823102344483000443,Ναβάγιος,"Στη Ναβάγιος ΑΕ, όσο εσείς αράζετε στον καναπέ σας παρέα με τη #φωτιά και με τα ποπκόρν σας, εμείς καταμετρούμε μέρα νύχτα!!! Σκεφτείτε, ότι στο τέλος της καταμέτρησης, θα βρεθούν τα καμμένα στρέμματα μισά και τα χτισμένα διπλάσια!! Όπως οι ψήφοι των αποδήμων ένα πράμα!! #Πεντελη https://t.co/i8yk2vgNRP",0,0,,,,"Στη Ναβάγιος ΑΕ, όσο εσείς αράζετε στον καναπέ σας παρέα με τη #φωτιά και με τα ποπκόρν σας, εμείς καταμετρούμε μέρα νύχτα! Σκεφτείτε, ότι στο τέλος της καταμέτρησης, θα βρεθούν τα καμμένα στρέμματα μισά και τα χτισμένα διπλάσια! Όπως οι ψήφοι των αποδήμων ένα πράμα! #Πεντελη","στη ναβαγιος αε, οσο εσεις αραζετε στον καναπε σας παρεα με τη #φωτια και με τα ποπκορν σας, εμεις καταμετρουμε μερα νυχτα! σκεφτειτε, οτι στο τελος της καταμετρησης, θα βρεθουν τα καμμενα στρεμματα μισα και τα χτισμενα διπλασια! οπως οι ψηφοι των αποδημων ενα πραμα! #πεντελη",ναβαγιος αε αραζω καναπες παρεα φωτια ποπκορν καταμετρουμε μερα νυχτα σκεφτειτε τελος καταμετρηση βρισκω καμμενος στρεμματο μισο χτισμενα διπλασιος ψηφος αποδημων πραμα πεντελη,0.007,0,0,0
Mon Aug 12 21:00:44 +0000 2024,1823102341588869186,Πάνος Συνοδινός,@TzelaDelt Το ίδιο πράγμα ειναι. Εκτος αν η κυρία στο βιντεο δεν ειναι σε κατάσταση που καίγεται το σπίτι της…,0,0,,,,Το ίδιο πράγμα ειναι. Εκτος αν η κυρία στο βιντεο δεν ειναι σε κατάσταση που καίγεται το σπίτι της…,το ιδιο πραγμα ειναι. εκτος αν η κυρια στο βιντεο δεν ειναι σε κατασταση που καιγεται το σπιτι της…,πραγμα ειμαι εκτος κυρια βιντεο ειμαι κατασταση καιω σπιτι,0.005,0,0,0
Mon Aug 12 21:00:38 +0000 2024,1823102316888596953,αποτραλαλο ❤👩‍👧‍👧👶💪,Δηλαδή τι περιμένατε ακριβώς από αυτούς που το 2007 έριξαν τη φωτιά και τη δολοφονία τόσων ανθρώπων στην Ηλεία στο στρατηγό άνεμο?,11,2,,,,Δηλαδή τι περιμένατε ακριβώς από αυτούς που το 2007 έριξαν τη φωτιά και τη δολοφονία τόσων ανθρώπων στην Ηλεία στο στρατηγό άνεμο?,δηλαδη τι περιμενατε ακριβως απο αυτους που το 2007 εριξαν τη φωτια και τη δολοφονια τοσων ανθρωπων στην ηλεια στο στρατηγο ανεμο?,περιμενατε εριξαν φωτια δολοφονια ανθρωπος ηλεια στρατηγος ανεμος,0.005,0,0,0
Mon Aug 12 21:00:29 +0000 2024,1823102279626772852,mpampis,"Δεν είναι η ώρα να μιλήσουμε για ελλείψεις, λέει η αντιπολίτευση…  Καίγεται κάθε καλοκαίρι η μισή Ελλάδα και αυτοί το αντιμετωπίζουν ως πρωτόγνωρο κ πρωτοφανές περιστατικό, που θέλει, λέει, ψύχραιμη ανάλυση.  Να βρουμε τι φταίει, λες και 4 χρόνια δεν είχαμε άλλες ευκαιρίες",11,2,,,,"Δεν είναι η ώρα να μιλήσουμε για ελλείψεις, λέει η αντιπολίτευση… Καίγεται κάθε καλοκαίρι η μισή Ελλάδα και αυτοί το αντιμετωπίζουν ως πρωτόγνωρο κ πρωτοφανές περιστατικό, που θέλει, λέει, ψύχραιμη ανάλυση. Να βρουμε τι φταίει, λες και 4 χρόνια δεν είχαμε άλλες ευκαιρίες","δεν ειναι η ωρα να μιλησουμε για ελλειψεις, λεει η αντιπολιτευση… καιγεται καθε καλοκαιρι η μιση ελλαδα και αυτοι το αντιμετωπιζουν ως πρωτογνωρο κ πρωτοφανες περιστατικο, που θελει, λεει, ψυχραιμη αναλυση. να βρουμε τι φταιει, λες και 4 χρονια δεν ειχαμε αλλες ευκαιριες",ωρα μιλω ελλειψεις λεει αντιπολιτευση καιγω καλοκαιρι μιση ελλαδα αντιμετωπιζω πρωτογνωρος κ πρωτοφανεςς περιστατικο θελω λεει ψυχραιμος αναλυση βρουμε φταιει λες χρονος ευκαιρια,0.006,0,0,0
Mon Aug 12 21:00:28 +0000 2024,1823102276229062836,ChameleonGR🇬🇷🇨🇾,Εκεί είναι που έχει πυρκαγιά; https://t.co/9G1bZqr5aA,4,0,,,,Εκεί είναι που έχει πυρκαγιά;,εκει ειναι που εχει πυρκαγια;,πυρκαγια,0.026,0,0,0
Mon Aug 12 21:00:11 +0000 2024,1823102201570775378,⌖ Kostaki ꡙ,"@EvgeniosTzav Σίγουρα αν ήταν στην εξουσία δεν θα βλέπαμε αυτά τα αίσχη, να καίγεται η πατρίδα μας από την μια μεριά στην άλλη.",1,0,,,,"Σίγουρα αν ήταν στην εξουσία δεν θα βλέπαμε αυτά τα αίσχη, να καίγεται η πατρίδα μας από την μια μεριά στην άλλη.","σιγουρα αν ηταν στην εξουσια δεν θα βλεπαμε αυτα τα αισχη, να καιγεται η πατριδα μας απο την μια μερια στην αλλη.",σιγουρα εξουσια βλεπαμε αισχος καιω πατριδα μερια,0.006,0,0,0
Mon Aug 12 21:00:06 +0000 2024,1823102183648501777,kallas,@mdenaxa Όταν καίγεται το σπιτι σου είναι δικαιολογημένη η αγανάκτηση και ο θυμός . Δηλαδή αν ήταν ο ΣΥΡΙΖΑ στην κυβέρνηση οι καμένοι θα ήταν χαρούμενοι ή δεν θα είχαμε φωτιές ; Τέτοιες στιγμές δεν ειναι χρήσιμο να κάνουμε πολιτικά σχόλια …,0,0,,,,Όταν καίγεται το σπιτι σου είναι δικαιολογημένη η αγανάκτηση και ο θυμός . Δηλαδή αν ήταν ο ΣΥΡΙΖΑ στην κυβέρνηση οι καμένοι θα ήταν χαρούμενοι ή δεν θα είχαμε φωτιές ; Τέτοιες στιγμές δεν ειναι χρήσιμο να κάνουμε πολιτικά σχόλια …,οταν καιγεται το σπιτι σου ειναι δικαιολογημενη η αγανακτηση και ο θυμος . δηλαδη αν ηταν ο συριζα στην κυβερνηση οι καμενοι θα ηταν χαρουμενοι η δεν θα ειχαμε φωτιες ; τετοιες στιγμες δεν ειναι χρησιμο να κανουμε πολιτικα σχολια …,καιω σπιτι δικαιολογημενος αγανακτηση θυμος συριζα κυβερνηση καμενος χαρουμενος η φωτια στιγμη ειμαι χρησιμος κανω πολιτικος σχολιο,0.005,0,0,0
Mon Aug 12 21:00:03 +0000 2024,1823102169295311139,ASTRATV,Φωτιά στην Αττική: «Όλοι είμαστε στεναχωρημένοι» δήλωσαν για τις καταστροφικές πυρκαγιές Τεντόγλου-Καραλής https://t.co/iHPDE7BqVq,0,0,,,,Φωτιά στην Αττική: «Όλοι είμαστε στεναχωρημένοι» δήλωσαν για τις καταστροφικές πυρκαγιές Τεντόγλου-Καραλής,φωτια στην αττικη: «ολοι ειμαστε στεναχωρημενοι» δηλωσαν για τις καταστροφικες πυρκαγιες τεντογλου-καραλης,φωτια αττικος στεναχωρω δηλωσαν καταστροφικος πυρκαγιες τεντογλου καραλης,0.032,0,0,0
Mon Aug 12 21:00:00 +0000 2024,1823102157807120673,ELgr,"«Η πυρκαγιά πέρασε στον αστικό ιστό» βόρεια της Αθήνας: Καίγονται σπίτια και επιχειρήσεις, vid https://t.co/onqeDoc7Ot",5,1,,,,"«Η πυρκαγιά πέρασε στον αστικό ιστό» βόρεια της Αθήνας: Καίγονται σπίτια και επιχειρήσεις, vid","«η πυρκαγια περασε στον αστικο ιστο» βορεια της αθηνας: καιγονται σπιτια και επιχειρησεις, vid",πυρκαγια περασε αστικος ιστος βορεια αθηνα καιγονται σπιτι επιχειρηση vid,0.875,1,0,1
Mon Aug 12 20:59:45 +0000 2024,1823102095462965402,Στεργιος Αλεξιου,@ifititria Και η φωτιά είναι σχετικά κοντά από εκεί που μένω αν κατέβει και αλλο,1,0,,,,Και η φωτιά είναι σχετικά κοντά από εκεί που μένω αν κατέβει και αλλο,και η φωτια ειναι σχετικα κοντα απο εκει που μενω αν κατεβει και αλλο,φωτια σχετικα μενω κατεβει αλλος,0.075,0,0,0
Mon Aug 12 20:59:35 +0000 2024,1823102050630316193,Dnews,"Χαρίτσης για φωτιά στην Αττική: Βιβλική καταστροφή - Σοκαριστική, αδιανόητη και εξοργιστική #ΑΛΕΞΗΣ_ΧΑΡΙΤΣΗΣ #ΦΩΤΙΑ_ΤΩΡΑ https://t.co/ciwLqcJBNq",2,0,,,,"Χαρίτσης για φωτιά στην Αττική: Βιβλική καταστροφή - Σοκαριστική, αδιανόητη και εξοργιστική #ΑΛΕΞΗΣ_ΧΑΡΙΤΣΗΣ #ΦΩΤΙΑ_ΤΩΡΑ","χαριτσης για φωτια στην αττικη: βιβλικη καταστροφη - σοκαριστικη, αδιανοητη και εξοργιστικη #αλεξης_χαριτσης #φωτια_τωρα",χαριτσης φωτια αττικος βιβλικη καταστροφη σοκαριστικη αδιανοητος εξοργιστικος αλεξης χαριτσης φωτια τωρα,0.047,0,0,0
Mon Aug 12 20:59:07 +0000 2024,1823101933629911251,thesstoday,Συναγερμός στη Θεσσαλονίκη: Φωτιά στο στρατόπεδο Καρατάσιου (ΦΩΤΟ-VIDEO) https://t.co/8s0gozHUhU μέσω @Thesstoday,3,0,,,,Συναγερμός στη Θεσσαλονίκη: Φωτιά στο στρατόπεδο Καρατάσιου (ΦΩΤΟ-VIDEO) μέσω,συναγερμος στη θεσσαλονικη: φωτια στο στρατοπεδο καρατασιου (φωτο-video) μεσω,συναγερμος θεσσαλονικη φωτια στρατοπεδο καρατασιου φωτο video,0.989,1,0,1
Mon Aug 12 20:59:05 +0000 2024,1823101926101168442,Sp23,"Θλίψη και πόνος για την φύση και τα στρέμματα δάσους που έγιναν στάχτη, αλλά δεν χάθηκε ούτε μια ανθρώπινη ζωή και αυτό είναι πολύ μεγάλη-και δυστυχώς καθόλου δεδομένη-υπόθεση. #φωτιά",4,0,,,,"Θλίψη και πόνος για την φύση και τα στρέμματα δάσους που έγιναν στάχτη, αλλά δεν χάθηκε ούτε μια ανθρώπινη ζωή και αυτό είναι πολύ μεγάλη-και δυστυχώς καθόλου δεδομένη-υπόθεση. #φωτιά","θλιψη και πονος για την φυση και τα στρεμματα δασους που εγιναν σταχτη, αλλα δεν χαθηκε ουτε μια ανθρωπινη ζωη και αυτο ειναι πολυ μεγαλη-και δυστυχως καθολου δεδομενη-υποθεση. #φωτια",θλιψη πονος φυση στρεμμα δασος σταχτη χαθηκε ανθρωπινος ζωη μεγαλη και δυστυχως δεδομενη υποθεση φωτια,0.009,0,0,0
Mon Aug 12 20:59:01 +0000 2024,1823101908418007257,omerta,"- Καίγεται η Αττική - Που ακριβώς; - Ε, γενικά  #φωτιες",1,0,,,,"- Καίγεται η Αττική - Που ακριβώς; - Ε, γενικά #φωτιες","- καιγεται η αττικη - που ακριβως; - ε, γενικα #φωτιες",καιω αττικος ε γενικα φωτια,0.015,0,0,0
Mon Aug 12 20:58:56 +0000 2024,1823101887337366007,Jimmy Theof,"@Gardasikritiko Ας πούμε ότι την σαμποτάρουν όπως λες.. Αυτή η κυβέρνηση γτ εδώ κ 4 χρόνια δεν έχει ενισχύσει την πυροσβεστική (οχήματα, εξοπλισμό, ανθρώπινο προσωπικό).. Γτ δεν έχει φτιάξει κάποια άμυνα απέναντι σε αυτούς τους σαμποτέρ;",1,0,,,,"Ας πούμε ότι την σαμποτάρουν όπως λες... Αυτή η κυβέρνηση γτ εδώ κ 4 χρόνια δεν έχει ενισχύσει την πυροσβεστική (οχήματα, εξοπλισμό, ανθρώπινο προσωπικό)... Γτ δεν έχει φτιάξει κάποια άμυνα απέναντι σε αυτούς τους σαμποτέρ;","ας πουμε οτι την σαμποταρουν οπως λες... αυτη η κυβερνηση γτ εδω κ 4 χρονια δεν εχει ενισχυσει την πυροσβεστικη (οχηματα, εξοπλισμο, ανθρωπινο προσωπικο)... γτ δεν εχει φτιαξει καποια αμυνα απεναντι σε αυτους τους σαμποτερ;",λεγω σαμποταρω λες κυβερνηση γτ κ χρονος ενισχυω πυροσβεστικος οχημα εξοπλισμος ανθρωπινος προσωπικο γτ φτιαξει αμυνα σαμποτερς,0.006,0,0,0
Mon Aug 12 20:58:52 +0000 2024,1823101870321123610,Λαθρέμπορος ξυλολίου 🇬🇷🇮🇱🇺🇦,"@KatherineKont @venetia_Ap Πείτε καμία μπούρδα, βάλτε καμία φωτιά, μπας και πάρετε κανένα like 😂🤣🤣 μέχρι εκεί είστε ικανοί",0,0,,,,"Πείτε καμία μπούρδα, βάλτε καμία φωτιά, μπας και πάρετε κανένα like μέχρι εκεί είστε ικανοί","πειτε καμια μπουρδα, βαλτε καμια φωτια, μπας και παρετε κανενα like μεχρι εκει ειστε ικανοι",πειτε μπουρδα βαλτε φωτια μπας παρετε like ικανοι,0.006,0,0,0
Mon Aug 12 20:58:48 +0000 2024,1823101855422926876,neakriti.gr,Στο πρωτοσέλιδο της @FinancialTimes Ο Παρθενώνας με φόντο την #πύρινη #κόλαση στην οποία έχει παραδοθεί η #Αττικη   #φωτια_πεντελη #Βαρναβας #Πυρκαγιά  #Πυρινη_κολαση  https://t.co/goAeHZ3aCH,0,0,,,,Στο πρωτοσέλιδο της Ο Παρθενώνας με φόντο την #πύρινη #κόλαση στην οποία έχει παραδοθεί η #Αττικη #φωτια_πεντελη #Βαρναβας #Πυρκαγιά #Πυρινη_κολαση,στο πρωτοσελιδο της ο παρθενωνας με φοντο την #πυρινη #κολαση στην οποια εχει παραδοθει η #αττικη #φωτια_πεντελη #βαρναβας #πυρκαγια #πυρινη_κολαση,πρωτοσελιδο παρθενωνας φοντο πυρινη κολαση παραδιδω αττικη φωτια πεντελη βαρναβας πυρκαγια πυρινη κολαση,0.089,0,0,0
Mon Aug 12 20:58:45 +0000 2024,1823101840730316869,Aggelos Chorianopoulos 𝕏,🚨Έκτακτο SPACE με δίκη σας συμμετοχή. Καίγεται η Αθήνα - Φωτιά σε Πεντέλη Βριλήσσια και Γλυφαδα,13,4,,,,Έκτακτο SPACE με δίκη σας συμμετοχή. Καίγεται η Αθήνα - Φωτιά σε Πεντέλη Βριλήσσια και Γλυφαδα,εκτακτο space με δικη σας συμμετοχη. καιγεται η αθηνα - φωτια σε πεντελη βριλησσια και γλυφαδα,εκτακτο space δικη συμμετοχη καιγεται αθηνα φωτια πεντελη βριλησσια γλυφαδα,0.968,1,0,1
Mon Aug 12 20:58:43 +0000 2024,1823101832899747977,red_white_stripes,γιατί είναι φαντάροι όχι πυροσβέστες. Να στείλει ο Μητσοτάκης τους μπάτσους που προσέλαβε να σβήσουν τη φωτιά με τα γκλοπ,5,2,,,,γιατί είναι φαντάροι όχι πυροσβέστες. Να στείλει ο Μητσοτάκης τους μπάτσους που προσέλαβε να σβήσουν τη φωτιά με τα γκλοπ,γιατι ειναι φανταροι οχι πυροσβεστες. να στειλει ο μητσοτακης τους μπατσους που προσελαβε να σβησουν τη φωτια με τα γκλοπ,φανταρος πυροσβεστης στειλει μητσοτακης μπατσος προσαλαμβανω σβω φωτια γκλοπ,0.005,0,0,0
